iddiagnostico	descripcion	codigo_cie9	codigo_cie10
4280	ENFERMEDAD APARATO DIGESTIVO PERINATAL	777   	NULL
4281	HERIDA TRONCO OTRA Y NO ESPECIFICADO COMPLICADA	8797  	NULL
4282	FETO Y NEONATO AFECTADO POR CIRUGIA MADRE	7606  	NULL
4283	ENFERMEDAD RIÑON Y URETER NO ESPECIFICADO	5939  	NULL
4284	TRAUMATISMO ESTOMAGO CON TRAUMA ABDOMEN CERRADO	8630  	NULL
4285	HODGKIN PREDOMINIO LINFOCITICO-HISTIOCITICO	2014  	NULL
4286	DUPLICACION UTERO	7522  	NULL
4287	EFECTO GRAN ALTITUD OTRO Y NO ESPECIFICADO	9932  	NULL
4288	QUEMADURA PRIMER GRADO PARED ESPALDA	94214 	NULL
4289	NEOPLASIA EVOLUCION INCIERTA CEREBRO Y MEDULA ESPINAL	2375  	NULL
4290	NEOPLASIA BENIGNA GLANDULA SUPRARRENAL	2270  	NULL
4291	HIPERHIDROSIS	7808  	NULL
4292	HIPERFUNCION TESTICULO	2570  	NULL
4293	ENFERMEDAD NERVIO OPTICO OTRA	3774  	NULL
4294	NISTAGMUS OTRO	37956 	NULL
4295	QUERATOCONO NO ESPECIFICADO	37160 	NULL
4296	HIPERPLASIA PROSTATA BENIGNA LOCALIZADA SIN OBSTRUCCION URINARIA	60020 	NULL
4297	HIPERCINESIA CON RETRASO DESARROLLO	3141  	NULL
4298	HEMORRAGIA FETO Y NEONATO	772   	NULL
4299	TRASTORNO TRANSPORTE Y METABOLISMO AMINOACIDO	270   	NULL
4300	FIEBRE BOTONOSA	0821  	NULL
4301	ENFERMEDAD ARTICULACION NCOC NO ESPECIFICADO CADERA	71895 	NULL
4302	QUEMADURA PRIMER GRADO TRONCO	9421  	NULL
4303	NEOPLASIA EVOLUCION INCIERTA OTRA Y NO ESPECIFICADO	238   	NULL
4304	SHOCK ANAFILACTICO POR REACCION ADVERSA CRUSTACEO	99562 	NULL
4305	TELANGIECTASIA RETINA	36215 	NULL
4306	LEUCOPLASIA VAGINA	6231  	NULL
4307	ENFERMEDAD ERUPCION DIENTE	5206  	NULL
4308	EFECTO RUIDO EN OIDO INTERNO	3881  	NULL
4309	RETINOPATIA PROLIFERATIVA OTRA	3622  	NULL
4310	CONTUSION CORTEX CERRADA NO ESPECIFICADO	85109 	NULL
4311	CUERPO LIBRE ARTICULAR CADERA	71815 	NULL
4312	EFECTO TOXICO ARSENICO Y DERIVADO	9851  	NULL
4313	ESTADO IMPLANTE SUBCUTANEO ANTICONCEPTIVO	V4552 	NULL
4314	EFECTO TOXICO DISOLVENTE NO DERIVADO PETROLEO	982   	NULL
4315	NEUMONIA POR CHLAMYDIA	4831  	NULL
4316	QUEMADURA GRADO NO ESPECIFICADO MANO NO ESPECIFICADO	94400 	NULL
4317	SUPURACION URETRA	7887  	NULL
4318	ESCOLIOSIS O CIFOESCOLIOSIS ADQUIRIDA OTRA	73739 	NULL
4319	ESTADO POSQUIRURGICO OTRO	V45   	NULL
4320	ENFERMEDAD NERVIO RADIAL	3543  	NULL
4321	HETEROTROPIA INTERMITENTE NO ESPECIFICADO	37820 	NULL
4322	TRASTORNO NEUROTICO OTRO	3008  	NULL
4323	TULAREMIA INTESTINO	0211  	NULL
4324	ATRICION EXCESIVA DIENTE	5211  	NULL
4325	DERMATOSIS BULLOSA OTRA	6948  	NULL
4326	LESION SUPERFICIAL ANTEBRAZO Y MUÑECA SIN INFECCION	9138  	NULL
4327	EFLUVIO TELOGENICO	70402 	NULL
4328	TRAUMATISMO RIÑON CON TRAUMA ABDOMEN ABIERTO	8661  	NULL
4329	QUERATOCONJUNTIVIS OTRA Y NO ESPECIFICADO	3704  	NULL
4330	ENFERMEDAD PELO Y FOLICULO PILOSO NO ESPECIFICADO	7049  	NULL
4331	ENFERMEDAD TIMPANO OTRA	3848  	NULL
4332	CALLO Y CALLOSIDAD	700   	NULL
4333	ABRASION TRONCO SIN INFECCION	9110  	NULL
4334	EFECTO TARDIO FRACTURA HUESO CRANEO Y CARA	9050  	NULL
4335	VASCULITIS RETINA	36218 	NULL
4336	QUERATOSIS SEBORREICA	7021  	NULL
4337	DESGARRO PERINEAL PRIMER GRADO NO ESPECIFICADO	66400 	NULL
4338	ANOMALIA RELACION ENTRE ARCADAS DENTARIAS	5242  	NULL
4339	ESGUINCE SACRO	8473  	NULL
4340	HIPOTONIA OJO	3603  	NULL
4341	TUBERCULOSIS VEJIGA	0161  	NULL
4342	CONTUSION CORTEX ABIERTA CONCIENCIA NO ESPECIFICADO	85110 	NULL
4343	NEOPLASIA BENIGNA LABIO	2100  	NULL
4344	TRASTORNO DEPRESIVO UNICO LEVE	29621 	NULL
4345	LUXACION MULTIPLE,OTRA Y NO ESPECIFICADO	839   	NULL
4346	DERMATITIS POR EPITELIO ANIMAL (GATO)(PERRO)	69284 	NULL
4347	ENTERITIS REGIONAL NO ESPECIFICADO	5559  	NULL
4348	OLIGURIA Y ANURIA	7885  	NULL
4349	FETO Y NEONATO AFECTADO POR CONTRACCION ANORMAL	7637  	NULL
4350	ENFERMEDAD RAIZ DORSAL NCOC	3533  	NULL
4351	CUERPO EXTRAÑO SACO CONJUNTIVAL	9301  	NULL
4352	TRACOMA	076   	NULL
4353	QUERATOSIS SEBORREICA INFLAMATORIA	70211 	NULL
4354	FRACTURA CERRADA RADIO EXTREMO SUPERIOR OTRA	81307 	NULL
4355	EFECTO TARDIO ENFERMEDAD CEREBROVASCULAR OTRO	4388  	NULL
4356	ESGUINCE MANO NO ESPECIFICADO	84210 	NULL
4357	EDEMA CORNEA	3712  	NULL
4358	ESGUINCE CONDROESTERNAL	84842 	NULL
4359	NEOPLASIA NATURALEZA NO ESPECIFICADO APARATO RESPIRATORIO	2391  	NULL
4360	LUXACION CERRADA DEDO MANO INTERFALANGICA	83402 	NULL
4361	TRASTORNO ACOMODACION	3675  	NULL
4362	ABSCESO Y CELULITIS DEDO MANO NO ESPECIFICADO	68100 	NULL
4363	MENINGITIS POR ADENOVIRUS	0491  	NULL
4364	PULMON DE GRANJERO	4950  	NULL
4365	SUPERVISION BEBE O NIÑO SANO RUTINARIA	V202  	NULL
4366	OLIGOSPERMIA	6061  	NULL
4367	HEPATITIS CRONICA NO ESPECIFICADO	57140 	NULL
4368	FRACTURA ABIERTA TIBIA CON PERONE NO ESPECIFICADO	82392 	NULL
4369	AMPOLLA DEDO MANO CON INFECCION	9153  	NULL
4370	HERIDA GLOBO OJO NO ESPECIFICADO	8719  	NULL
4371	QUEMADURA SEGUNDO GRADO PIE	94522 	NULL
4372	ARRIBOFLAVINOSIS	2660  	NULL
4373	CUERPO EXTRAÑO OIDO MEDIO	38583 	NULL
4374	TRASTORNO CONGENITO FACTOR VIII	2860  	NULL
4375	ULCERA DECUBITO TALON	70707 	NULL
4376	ENFERMEDAD HEMOLITICA NEONATO POR ISOINMUNIZACION OTRA	7732  	NULL
4377	TRASTORNO NEUROTICO NO ESPECIFICADO	3009  	NULL
4378	ANOMALIA CONGENITA BULBO ARTERIOSO Y CIERRE INTRACARDIACO	745   	NULL
4379	PALUDISMO NO ESPECIFICADO	0846  	NULL
4380	ECLAMPSIA E HIPERTENSION PREEXISTENTE	6427  	NULL
4381	GANGRENA GASEOSA	0400  	NULL
4382	ANOMALIA CONGENITA TROMPA DE FALOPIO Y LIGAMENTO ANCHO	7521  	NULL
4383	GASTRITIS Y DUODENITIS NO ESPECIFICADO SIN HEMORRAGIA	53550 	NULL
4384	ICTERICIA PERINATAL POR OTRA HEMOLISIS EXCESIVA	7741  	NULL
4385	FRACTURA CERRADA BASE CRANEO CON LESION INTRACRANEAL OTRA	8014  	NULL
4386	QUERATITIS INTERSTICIAL Y PROFUNDA	3705  	NULL
4387	INVESTIGACION CRECIMIENTO FETO RETARDADO POR ULTRASONIDOS PRENATAL	V284  	NULL
4388	BULTO O MASA ABDOMEN O PELVIS NO ESPECIFICADO	78930 	NULL
4389	ARTROPATIA TRAUMATICA HOMBRO	71611 	NULL
4390	ENFERMEDAD DEGENERATIVA GANGLIO BASAL OTRA	3330  	NULL
4391	DERMATITIS POR PLANTA [SALVO ALIMENTO]	6926  	NULL
4392	ASISTENCIA ANTICONCEPTIVA ASESORAMIENTO Y CONSEJO	V250  	NULL
4393	HIPERPARATIROIDISMO SECUNDARIO (ORIGEN RENAL)	58881 	NULL
4394	ENFERMEDAD GLANDULA HIPOFISIS IATROGENICA	2537  	NULL
4395	ARTROPATIA CRISTALINA OTRA	7128  	NULL
4396	COMPLICACION EMBARAZO NO ESPECIFICADO NO ESPECIFICADO	64690 	NULL
4397	LESION NERVIO RADIAL	9553  	NULL
4398	FIEBRE PARATIFOIDEA C	0023  	NULL
4399	PSEUDOEXFOLIACION CAPSULA CRISTALINO	36611 	NULL
4400	EXAMEN PSIQUIATRICO GENERAL OTRO Y NO ESPECIFICADO	V702  	NULL
4401	ESTRES PSICOLOGICO O FISICO NCOC OTRO	V628  	NULL
4402	SINDROME ARTERIA BASILAR	4350  	NULL
4403	PIE CAVO CONGENITO	75471 	NULL
4404	ENFERMEDAD CARDIACA HIPERTENSIVA NO ESPECIFICADO	4029  	NULL
4405	ESGUINCE Y DESGARRO DE LIGAMENTO SACROILIACO(FU)	8461  	NULL
4406	HISTORIA PERSONAL ALERGIA MARISCO	V1504 	NULL
4407	DERMATOFIBROMA PROTUBERANTE	M88321	NULL
4408	ESCLERITIS ANTERIOR	37903 	NULL
4409	ESTENOSIS ARTERIA PRECEREBRAL	433   	NULL
4410	EXTRAVASACION ORINA	7888  	NULL
4411	GLAUCOMA ANGULO CERRADO PRIMARIO CRONICO	36523 	NULL
4412	CEGUERA TOTAL OJO PEOR,CEGUERA TOTAL OJO MEJOR	36901 	NULL
4413	CUERPO EXTRAÑO RETENIDO PARPADO	37486 	NULL
4414	TRASTORNO MENTAL ORGANICO TRANSITORIO OTRO	2938  	NULL
4415	EFECTO ADVERSO DIETETICO	E9470 	NULL
4416	EFECTO TOXICO GAS LICUADO PETROLEO	9870  	NULL
4417	PRURITO OTRO	6988  	NULL
4418	HIPOTENSION OTRA	4588  	NULL
4419	EMBARAZO MULTIPLE OTRO	6518  	NULL
4420	TRAUMATISMO OTRO ORGANO PELVIS NO ESPECIFICADO	66550 	NULL
4421	HIPERALIMENTACION OTRA	2788  	NULL
4422	ESGUINCE TORACICO	8471  	NULL
4423	LESION NERVIO MIEMBRO SUPERIOR Y CINTURA ESCAPULAR	955   	NULL
4424	FRACTURA ABIERTA FEMUR TRANSCERVICAL BASE CUELLO	82013 	NULL
4425	FRACASO RESPIRATORIO AGUDO	51881 	NULL
4426	NEOPLASIA MALIGNA VEJIGA OTRA	1888  	NULL
4427	DOLOR OJO	37991 	NULL
4428	GONADOBLASTOMA	M90731	NULL
4429	ESTEATORREA PANCREATICA	5794  	NULL
4430	LESION SUPERFICIAL OTRA,MULTIPLE Y NO ESPECIFICADO	919   	NULL
4431	FIEBRE POR FLEBOTOMO	0660  	NULL
4432	LUXACION CERRADA HOMBRO OTRA	83109 	NULL
4433	ENFERMEDAD DEGENERATIVA GLOBO OJO OTRA	36029 	NULL
4434	HERIDA OIDO EXTERNO NO ESPECIFICADO NO COMPLICADA	87200 	NULL
4435	QUEMADURA PROFUNDA CABEZA,CARA Y CUELLO CON PERDIDA CORPORAL	9415  	NULL
4436	ENFERMEDAD VASCULAR PIEL	7091  	NULL
4437	NEOPLASIA BENIGNA CERVIX	2190  	NULL
4438	SINDROME HIPERCINETICO INFANCIA	314   	NULL
4439	LESION NERVIO TRIGEMINO [V PAR]	9512  	NULL
4440	HERPES ZOSTER CON COMPLICACION OFTALMICA	0532  	NULL
4441	PERDIDA REPENTINA VISION	36811 	NULL
4442	QUEMADURA GRADO NO ESPECIFICADO CUERO CABELLUDO	94106 	NULL
4443	FIBROSIS SUBMUCOSA BOCA INCLUSO LENGUA	5288  	NULL
4444	HERIDA MANDIBULA NO COMPLICADA	87344 	NULL
4445	ANILLO DE SOEMMERING	36651 	NULL
4446	ASTILLA DEDO MANO CON INFECCION	9157  	NULL
4447	OTRAS PARTES ESPECIFICADAS(FU)	2198  	NULL
4448	ARTROPATIA OTRA MANO	71684 	NULL
4449	CARCINOMA IN SITU ORGANO DIGESTIVO OTRO Y NO ESPECIFICADO	2309  	NULL
4450	CERVICITIS AGUDA POR GONOCOCO	09815 	NULL
4451	ULCERA CRONICA MIEMBRO INFERIOR SALVO DECUBITO OTRA	70719 	NULL
4452	DEFORMIDAD ORBITA	3764  	NULL
4453	INTENTO ABORTO FALLIDO	638   	NULL
4454	CONDICION HEMORRAGICA NO ESPECIFICADO	2879  	NULL
4455	CARDITIS POR VIRUS COXSACKIE	0742  	NULL
4456	LESION NERVIO TRONCO SALVO CINTURA ESCAPULAR Y PELVIANA OTRO	954   	NULL
4457	PSORIASIS OTRA Y NO ESPECIFICADO	6961  	NULL
4458	HERIDA MIEMBRO INFERIOR MULTIPLE Y NO ESPECIFICADO COMPLICADA	8941  	NULL
4459	HEMORRAGIA SUBARACNOIDEA	430   	NULL
4460	DEFORMIDAD CUELLO ADQUIRIDA	7382  	NULL
4461	PORTADOR ENFERMEDAD VENEREA OTRA	V028  	NULL
4462	DOLOR ARTICULACION MUÑECA	71943 	NULL
4463	ARTRITIS EN INFECCION POR VIRUS OTRA	7115  	NULL
4464	INFECCION POR GONOCOCO GENITOURINARIA SUPERIOR CRONICA	0983  	NULL
4465	ATRESIA COANAS	7480  	NULL
4466	CUIDADO POSTERIOR CURACION FRACTURA PATOLOGICA PIERNA	V5426 	NULL
4467	NEOPLASIA BENIGNA CUERPO CAROTIDEO	2275  	NULL
4468	DIVERTICULO VEJIGA	5963  	NULL
4469	EYACULACION PRECOZ	30275 	NULL
4470	ESTADO DISPOSITIVO ANTICONCEPTIVO	V455  	NULL
4471	ENFERMEDAD GLOBO OJO NO ESPECIFICADO	3609  	NULL
4472	DISFUNCION MUSCULOESQUELETICA CON ORIGEN MENTAL	3060  	NULL
4473	NEOPLASIA MALIGNA PIEL NO ESPECIFICADO	1739  	NULL
4474	INTOXICACION ALIMENTARIA POR VIBRIO VULNIFICUS	00581 	NULL
4475	URTICARIA POR FRIO Y CALOR	7082  	NULL
4476	NEOPLASIA MALIGNA PIEL CUERO CABELLUDO Y CUELLO	1734  	NULL
4477	ULCERA GASTROYEYUNAL AGUDA SIN HEMORRAGIA NI PERFORACION	5343  	NULL
4478	ESCLERITIS Y EPISCLERITIS OTRA	37909 	NULL
4479	HERIDA BRAZO NO COMPLICADA	88003 	NULL
4480	DEFECTO CAMPO VISUAL	3684  	NULL
4481	ENVENENAMIENTO POR ERITROMICINA Y MACROLIDO	9603  	NULL
4482	POLIOMIELITIS AGUDA NO PARALITICA	0452  	NULL
4483	ENFERMEDAD TEJIDO BLANDO BOCA OTRA Y NO ESPECIFICADO	5289  	NULL
4484	MIELOPATIA VASCULAR	3361  	NULL
4485	OTRA TENSIÓN PSIQUICA O FISICA NO CLASIFICADA EN OTRA PARTE(FU)	00751 	NULL
4486	ENVENENAMIENTO POR FARMACO SISTEMA NERVIOSO AUTONOMO	971   	NULL
4487	INCONTINENCIA ESFUERZO MASCULINA	78832 	NULL
4488	ENFERMEDAD HUESO EN ENF COC	7318  	NULL
4489	EDEMA LARINGE	4786  	NULL
4490	MENINGITIS POR ORGANISMO NO BACTERIA OTRO	321   	NULL
4491	TRASTORNO OBSESIVO COMPULSIVO	3003  	NULL
4492	FRACTURA ABIERTA DE VERTEBRA CERVICAL SIN LESION MEDULA	8051  	NULL
4493	NEOPLASIA MALIGNA LABIO OTRA	1408  	NULL
4494	VERTIGO EPIDEMICO	07881 	NULL
4495	INFECCION POR LEPTOSPIRA NO ESPECIFICADO	1009  	NULL
4496	CARCINOMA EMBRIONARIO SAI	M90703	NULL
4497	SINTOMA ARTICULACION OTRO TOBILLO Y PIE	71967 	NULL
4498	FRACTURA CERRADA PERONE DIAFISIS	82321 	NULL
4499	FRACTURA ABIERTA RADIO Y CUBITO EXTREMO SUPERIOR	8131  	NULL
4500	ASTILLA CARA,CUELLO Y CUERO CABELLUDO SIN INFECCION	9106  	NULL
4501	CONVALECENCIA Y CUIDADO PALIATIVO	V66   	NULL
4502	ENFERMEDAD CAPILAR	448   	NULL
4503	QUEMADURA SEGUNDO GRADO TRONCO	9422  	NULL
4504	FRACTURA CERRADA DE REGION VERTEBRAL SITIO NO ESPECIFICADO	8058  	NULL
4505	NEUMONIA EN CARBUNCO	4845  	NULL
4506	RUIDO TORACICO ANORMAL	7867  	NULL
4507	QUEMADURA PRIMER GRADO PIE	94512 	NULL
4508	LESION NERVIO SIMPATICO CERVICAL	9540  	NULL
4509	ESTRIA ATROFICA	7013  	NULL
4510	ULCERA DUODENO CRONICA CON PERFORACION	5325  	NULL
4511	FRACTURA CERRADA MULTIPLE,OTRA Y NO ESPECIFICADO	8270  	NULL
4512	ULCERA PEPTICA NO ESPECIFICADO NO ESPECIFICADO	5339  	NULL
4513	INSERCION ANTICONCEPTIVO IMPLANTABLE SUBDERMICO	V255  	NULL
4514	DERMATITIS POR RADIACION SOLAR NO ESPECIFICADO	69270 	NULL
4515	OTITIS AGUDA NADADORES	38012 	NULL
4516	HERIDA DEDO PIE NO COMPLICADA	8930  	NULL
4517	EHRLICHIOSIS	0824  	NULL
4518	NAUSEA	78702 	NULL
4519	RETINOCOROIDITIS FOCAL POLO POSTERIOR OTRA	36307 	NULL
4520	METAHEMOGLOBINEMIA	2897  	NULL
4521	AMPOLLA ANTEBRAZO Y MUÑECA CON INFECCION	9133  	NULL
4522	RETRASO MENTAL OTRO	318   	NULL
4523	DIENTE MANCHADO	5203  	NULL
4524	DEGENERACION CORNEA	3714  	NULL
4525	CLOSED FRACTURE OF VAULT OF SKULL WITH CEREBRAL LACERATION AND CONTUSION, WITH STATE OF CONSCIOUSNESS UNSPECIFIED(FU)	80010 	NULL
4526	ATEROSCLEROSIS OTRA	4408  	NULL
4527	PRURITO ANO	6980  	NULL
4528	CONTRACTURA ARTICULACION CODO	71842 	NULL
4529	EFECTO ADVERSO EXCIPIENTE FARMACEUTICO	E9474 	NULL
4530	NEOPLASIA MALIGNA LABIO INFERIOR BORDE INTERNO	1404  	NULL
4531	INFECCION POR LEISHMANIA MUCOCUTANEA (AMERICANA)	0855  	NULL
4532	ARTROPATIA OTRA TOBILLO Y PIE	71687 	NULL
4533	PRURITO NO ESPECIFICADO	6989  	NULL
4534	LUXACION GLOBO OJO	36081 	NULL
4535	LOBOMICOSIS	1162  	NULL
4536	HERIDA LENGUA Y SUELO BOCA NO COMPLICADA	87364 	NULL
4537	PERICONDRITIS OREJA	3800  	NULL
4538	QUERATITIS DENDRITICA POR HERPES SIMPLEX	05442 	NULL
4539	DOLOR ABDOMEN PERIUMBILICAL	78905 	NULL
4540	PEDICULOSIS E INFESTACION POR PIOJO	132   	NULL
4541	TIROIDITIS IATROGENICA	2454  	NULL
4542	APLASTAMIENTO CARA Y CUERO CABELLUDO	9251  	NULL
4543	HALLAZGO ANORMAL EXAMEN RADIOLOGICO SISTEMA MUSCULOESQUELETICO	7937  	NULL
4544	ENVENENAMIENTO POR ANTICATARRAL	9756  	NULL
4545	HEMORRAGIA POSTPARTO RETARDADA Y SECUNDARIA	6662  	NULL
4546	POLIPO LABIO Y VULVA	6246  	NULL
4547	HEMATOMA VULVAR Y PERINEAL	6645  	NULL
4548	DISTROFIA SIMPATICA REFLEJA	3372  	NULL
4549	GASTRITIS OTRA SIN HEMORRAGIA	53540 	NULL
4550	PIE CAVO ADQUIRIDO	73673 	NULL
4551	SINTOMA ARTICULACION OTRO RODILLA	71966 	NULL
4552	ESGUINCE REGION TIROIDEA	8482  	NULL
4553	REACCION AGUDA SUSTANCIA EXTRAÑA DEJADA EN PROCEDIMIENTO	9987  	NULL
4554	REACCION SUERO OTRA	9995  	NULL
4555	ABORTO LEGAL INDUCIDO COMP DAÑO ORGANO PELVIS	6352  	NULL
4556	PULMON QUISTICO CONGENITO	7484  	NULL
4557	KWASHIORKOR	260   	NULL
4558	ENFERMEDAD SANGRE Y ORGANO HEMATOPOYETICO	289   	NULL
4559	CUIDADO POSTERIOR POSTQUIRURGICO OTRO	V584  	NULL
4560	INFECCION CAVIDAD AMNIOTICA	6584  	NULL
4561	ENVENENAMIENTO POR CEFALOSPORINA	9605  	NULL
4562	CATARATA CONGENITA Y ANOMALIA CRISTALINO	7433  	NULL
4563	COMPLICACION MECANICA LENTE INTRAOCULAR	99653 	NULL
4564	POLIPOSIS INTESTINAL ADENOMATOSA	M82200	NULL
4565	RECESION GINGIVAL	5232  	NULL
4566	PICADURA INSECTO HOMBRO Y BRAZO CON INFECCION	9125  	NULL
4567	DEGENERACION OJO	3604  	NULL
4568	INTESTINO NEUROGENICO	56481 	NULL
4569	DERMATITIS SEBORREICA INFANTIL	69012 	NULL
4570	DEFECTO COAGULACION OTRO Y NO ESPECIFICADO	2869  	NULL
4571	CONJUNTIVITIS CRONICA ALERGICA OTRA	37214 	NULL
4572	HECES ANORMALES	7877  	NULL
4573	MONONEURITIS MIEMBRO INFERIOR NO ESPECIFICADO	3558  	NULL
4574	QUEMADURA PRIMER GRADO PALMA MANO	94415 	NULL
4575	CALCULO PROSTATA	6020  	NULL
4576	QUEMADURA PRIMER GRADO UN DEDO SALVO PULGAR	94411 	NULL
4577	TUBERCULOSIS HUESO Y ARTICULACION	015   	NULL
4578	CONJUNTIVITIS POR ADENOVIRUS OTRA	0773  	NULL
4579	ENVENENAMIENTO POR SIMPATICOMIMETICO [ADRENERGICO]	9712  	NULL
4580	EXAMEN ESPECIAL PARA LA BUSQUEDA DE TRASTORNOS DE LA GLANDULA TIROIDES(FU)	00949 	NULL
4581	HIPERPARATIROIDISMO NO ESPECIFICADO	25200 	NULL
4582	CUIDADO POSTERIOR CIERRE HERIDA OPERATORIA	V5841 	NULL
4583	TUBERCULOSIS PULMON CON CAVITACION	0112  	NULL
4584	NEUMOPATIA ALVEOLAR Y PARIETOALVEOLAR OTRA	516   	NULL
4585	OBSERVACION PRESUNTA TUBERCULOSIS	V712  	NULL
4586	FIEBRE POR GARRAPATA	0661  	NULL
4587	ENFERMEDAD CORNEA OTRA	3718  	NULL
4588	QUEMADURA PRIMER GRADO PIERNA	94514 	NULL
4589	OTRAS(FU)	9898  	NULL
4590	PENFIGOIDE BENIGNO MEMBRANA MUCOSA	6946  	NULL
4591	ANEMIA POR CARENCIA NUTRICIONAL OTRA	2818  	NULL
4592	ENVENENAMIENTO POR PSICOESTIMULANTE	9697  	NULL
4593	NEOPLASIA MALIGNA SUELO BOCA	144   	NULL
4594	INFECCION POR AMEBA OTRA	0068  	NULL
4595	HERIDA ESCAPULA NO COMPLICADA	88001 	NULL
4596	PSICOSIS TIPO AGITADO	2981  	NULL
4597	HERIDA MUCOSA BUCAL COMPLICADA	87371 	NULL
4598	RESULTADO ANORMAL ESTUDIO FUNCIONAL RIÑON	7944  	NULL
4599	CONTACTO PARA PRUEBA EMBARAZO	V724  	NULL
4600	LESION VASO SANGUINEO RADIAL	9032  	NULL
4601	ENFERMEDAD OIDO EXTERNO OTRA	3808  	NULL
4602	ENFERMEDAD VESICULA BILIAR NO ESPECIFICADO	5759  	NULL
4603	MENINGITIS NO PIOGENICA	3220  	NULL
4604	DERMATOFITOSIS MANO	1102  	NULL
4605	ABUSO ALCOHOL	3050  	NULL
4606	FISURA PALADAR CON LABIO LEPORINO NO ESPECIFICADO	74920 	NULL
4607	COMPLICACION IMPLANTACION INJERTO DIALISIS RIÑON OTRA	99673 	NULL
4608	ENFERMEDAD LARINGE OTRA	4787  	NULL
4609	ANOMALIA CONGENITA PIE OTRA	7547  	NULL
4610	TUBERCULOSIS RESPIRATORIA LARINGITIS	0123  	NULL
4611	EXAMEN ESPECIAL CARDIOVASCULAR,RESPIRATORIA Y GENITOURINARIA	V81   	NULL
4612	PROBLEMA MECANICO Y MOTOR CUELLO Y TRONCO	V483  	NULL
4613	ULCERA CRONICA TALON Y ANTEPIE	70714 	NULL
4614	HERIDA MIEMBRO SUPERIOR MULTIPLE Y NO ESPECIFICADO	884   	NULL
4615	FALTA COORDINACION	7813  	NULL
4616	FRACTURA CERRADA PIE SALVO DEDO	82520 	NULL
4617	LUXACION CERRADA PIE INTERFALANGICA	83806 	NULL
4618	SINTOMA ARTICULACION OTRO HOMBRO	71961 	NULL
4619	PROSTATITIS NO ESPECIFICADO	6019  	NULL
4620	TRASTORNO HEMORRAGICO POR ANTICOAGULANTE CIRCULATORIO	2865  	NULL
4621	CUIDADO POSTERIOR POSTQUIRURGICO SISTEMA ESPECIFICO NCOC	V587  	NULL
4622	HIPERPLASIA PROSTATA NO ESPECIFICADO CON OBSTRUCCION URINARIA	60091 	NULL
4623	DISTROFIA MUSCULAR HEREDITARIA CONGENITA	3590  	NULL
4624	NEOPLASIA MALIGNA ENCIA	143   	NULL
4625	INDICACION CUIDADO EN PARTO NCOC	659   	NULL
4626	POLINEUROPATIA HERPETICA	05313 	NULL
4627	PROBLEMA RELACION	3133  	NULL
4628	HISTORIA FAMILIAR ENFERMEDAD CARDIOVASCULAR OTRA	V174  	NULL
4629	TRASTORNO TRANSPORTE Y METABOLISMO CARBOHIDRATO OTRO	2718  	NULL
4630	SUPERVISION EMBARAZO CON HISTORIA PARTO PRETERMINO	V2341 	NULL
4631	ANOMALIA CONGENITA NO ESPECIFICADO	7599  	NULL
4632	ENFERMEDAD CONJUNTIVA OTRA	3728  	NULL
4633	ABORTADORA HABITUAL	6463  	NULL
4634	RESULTADO ANORMAL ESTUDIO FUNCIONAL SNP Y SENTIDOS	7941  	NULL
4635	FRACTURA CERRADA CUBITO EXTREMO INFERIOR	81343 	NULL
4636	ENFERMEDAD ACTUAL COC EMBARAZO	6489  	NULL
4637	NEOPLASIA BENIGNA OTRA GLANDULA ENDOCRINA	227   	NULL
4638	TRASTORNO FUNCIONAL ESTOMAGO NO ESPECIFICADO	5369  	NULL
4639	ENFERMEDAD DE PARKINSON SECUNDARIA	3321  	NULL
4640	EXAMEN ESPECIAL ENFERMEDAD ENDOCRINA,METABOLICA E INMUNIDAD	V77   	NULL
4641	CONFUSION REACTIVA	2982  	NULL
4642	ENFERMEDAD DEGENERATIVA Y VASCULAR OIDO	3880  	NULL
4643	LUXACION ABIERTA RODILLA ANTERIOR	83661 	NULL
4644	ANEMIA EMBARAZO PARTO Y ANTEPARTO	64821 	NULL
4645	ICTERICIA PERINATAL POR OTRA CAUSA	7745  	NULL
4646	FRACTURA EN RODETE PERONE	82341 	NULL
4647	NODULO PROSTATA	6001  	NULL
4648	TALASEMIA	2824  	NULL
4649	ESCLERITIS Y EPISCLERITIS	3790  	NULL
4650	PROCEDIMIENTO NO REALIZADO POR CONTRAINDICACION	V641  	NULL
4651	QUEMADURA PRIMER GRADO CUELLO	94118 	NULL
4652	MASTITIS NO PURULENTA ASOCIADA PARTO NO ESPECIFICADO	67520 	NULL
4653	ARTROPATIA EN ENF COC OTRA	7138  	NULL
4654	ATROFIA MUSCULAR PERONEAL	3561  	NULL
4655	FIEBRE HEMORRAGICA DE BOSQUE DE KYASANUR	0652  	NULL
4656	ENFERMEDAD RESPIRATORIA POR HUMO Y VAPOR OTRA	5063  	NULL
4657	AMENAZA ABORTO ANTEPARTO	64003 	NULL
4658	EXOFTALMOS ENDOCRINO	3762  	NULL
4659	HERIDA OJO SIN PROLAPSO TEJIDO INTRAOCULAR	8710  	NULL
4660	INFECCION POR PROTOZOO INTESTINO OTRA	007   	NULL
4661	RETRASO MENTAL LEVE	317   	NULL
4662	ARTROPATIA ASOCIADA TRASTORNO GASTROINTESTINAL	7131  	NULL
4663	INFLAMACION CERVIX,VAGINA Y VULVA NO ESPECIFICADO	6169  	NULL
